,Unnamed: 0,datetime,tweet_id,text,username,quoted_tweet,retweeted_tweet,in_reply_to_user,tweet_lang,label
10,10,2022-10-01 22:21:51+00:00,1576336617274773504,"@G0303996 @haticeacar626 Öyleyse bu durumda Yagmur hanimin argümani da mantikli cerceveye oturmaz :) Bu cikarimla burclar tamamen bir kisi hakkinda gercegi vermez diyebilir miyiz? Bu da tartisilir. Hatice hanim cok kararli, kendinden emin bir kisilik ciziyor demekki kendisi bir ikizler degil, oglak olmus",mertergene,,,https://twitter.com/G0303996,tr,kendine_güven
11,11,2022-10-01 22:19:12+00:00,1576335952028516354,"Bilgi insanı izmir şüpheden, buca iyilik acı alsancak çekmekten, /ȇ̈s̑̈c̑̈ȏ̈ȓ̈t̑/ kararlı olmak korkudan kurtarır. . https://t.co/HeKxNZAnyQ",Jules29992325,,,,tr,kendine_güven
12,12,2022-10-01 22:18:25+00:00,1576335753591652352,Kararlı biriyim o yüzden şeytanla işim olmaz,EyupYukselici,,,,tr,kendine_güven
13,13,2022-10-01 22:06:29+00:00,1576332753460948992,@Clbnrdn @dilekcimbosver O zaman bile vizyon sahibiymiş.Kararlı hırslı.Poşet yerine hermes çanta taşıma hayali olan güçlü Türk kadını.,Pero24136743,,,https://twitter.com/Clbnrdn,tr,kendine_güven
14,14,2022-10-01 21:59:37+00:00,1576331025659023360,@FikretBa11 @KulteginOzkan @ireemgeezer Cumhur ittifakı Allah’ın izniyle son derece bilinçli kararlı adımlar atıyor.Gümbür gümbür geliyoruz..Bay Kemal yarın izle..😅,Hakan585820,,,https://twitter.com/FikretBa11,tr,kendine_güven
15,15,2022-10-01 21:55:33+00:00,1576329998717157376,bir adam gelir degistirir seni alistigin o sert kararlı seklini,betuuu0l,,,,tr,kendine_güven
16,16,2022-10-01 21:54:21+00:00,1576329697637515264,"@ekrem_imamoglu Azimli ve kararlı insanın önünde kimse duramaz yeterki gücünü gerçekten halktan alsın. ""GİBİ"" değil halktan olan halkın derdini anlar.Ama ben böyle birşey hala göremiyorum.20 yıldır neden AKP başta oturup siz düşünün.Sizler ""GİBİ""davranmaya devam ederseniz.Böyle 20 yıl daha gider",Muratkrtsgsm,,,https://twitter.com/Muratkrtsgsm,tr,kendine_güven
17,17,2022-10-01 21:48:06+00:00,1576328125855588353,Çok kararlı bi birey olduğum için twitterı bırakmadım 🥰,dunyadanbirins1,,,,tr,kendine_güven
18,18,2022-10-01 21:40:34+00:00,1576326227748528129,"@CoinnCorner @amazyio @KosenkoAmazy @expert_kripto @Kadiralar20 @metaversedaily0 @FeratMDS @genelpatron01 Bu şimdiye kadar gördüğüm 1 numaralı M2E projesinden biri, kimin hala kararlı olduğunu 😎 yoksa diğer tüm M2E projeleri öldü🙄
 Aşk #Amazy ❤️",GudduRam90,,,https://twitter.com/CoinnCorner,tr,kendine_güven
19,19,2022-10-01 21:34:56+00:00,1576324813886742528,"Cumhurbaşkanı Erdoğan: 

""(İsveç ve Finlandiya’nın NATO üyeliği) Ülkemize verilen sözler tutulana kadar, bu konudaki ilkeli ve kararlı tutumumuzu koruyacağız"" https://t.co/kZ4c9edPV7",HarunDurukan13,,,,tr,kendine_güven
20,20,2022-10-01 21:19:35+00:00,1576320950513303552,@ErbakanFatih 36 tı yıldır rahmetli babanızın mücadele ettiği zihniyettin dahi vermediği zararı verenlerle mücadele etmedikçe siz hiç bir yol alamazsınız size mücahid lazımsa yaren lazımsa bizim gibi niceleri var yeterki siz kararlı olun...ALLAHUEKBER...,zgrTopu08412844,,,https://twitter.com/ErbakanFatih,tr,kendine_güven
21,21,2022-10-01 21:16:52+00:00,1576320266011299840,"Yeni haftaya yine bugün almış olduğum müthiş kararlarla giricem :))
Kararlı bir yapım var, maşallah bana",canrypto,,,,tr,kendine_güven
22,22,2022-10-01 21:14:36+00:00,1576319694398947329,"⠀

son sözlerim üzerinden dört saat geçti, hâlâ aynı konumda barındığımızı söyleyebilirim. rahatsızlığım sebebiyle bana yakın olmak konusunda kararlı bir tutum sergilediğini bilsem de özel olduğuma inanmak istiyorum.

⠀ https://t.co/jLkhbAMffz",CORPG0TH,,,https://twitter.com/CORPG0TH,tr,kendine_güven
23,23,2022-10-01 21:11:58+00:00,1576319031346614272,"İnsan,
Sevgisi kadar mutlu
Bilgisi kadar kararlı
Ürettiği kadar onurlu
Paylaştığı kadar büyük
Merhameti kadar saygın
Dürüstlüğü kadar 
İNSANDIR...💙",NUR_KRKYN,,,,tr,kendine_güven
24,24,2022-10-01 21:05:45+00:00,1576317468242743296,"Kararlar düşüncenin ürünü ve bir emek sonucu ortaya çıkar.
Özgünlük taklitten uzak yeni bir eser demektir.
Bundandır ki özgün ve kararlı kişiler başarır.
Lakin rotayı kararsız, özgüvensiz ve aklı yetmeyenlere bırakmamak gerekir... https://t.co/5aN25aIuI3",orhanalgan56,,,,tr,kendine_güven
25,25,2022-10-01 20:57:36+00:00,1576315416921919488,"@avtolgaakalin Sığınmacıları Kararlı ve Planlı Geri Gönderecek tek parti İYİ Partidir.
Çok #AzKaldı☀️",duru_hatun3,,,https://twitter.com/avtolgaakalin,tr,kendine_güven
26,26,2022-10-01 20:51:49+00:00,1576313959342551040,"Bu Enerjiyi çıkartan ve işleyen yeni dünya super gücü olacak.
Türkiye kararlı.
Tarihe Türk gölü olarak yazdırdığı Akdenizde tekrar egemen olma gayretinde.
Allah'ın izniylede olacak !
Yunanistan ve Güney Kıbrıs üzerinden Abd şeytanı bir plan kuruyor. 
Bu plan tutarsa arkada diğer",OsmanI1_Bey1,,,https://twitter.com/OsmanI1_Bey1,tr,kendine_güven
27,27,2022-10-01 20:51:38+00:00,1576313914803236864,"🇹🇷Büyük tehlikeler önünde uyanan milletlerin ne kadar kararlı olduklarını tarih doğrulanakradır.
Silahıyla olduğu gibi kafasıylada
mücadele mecburiyetinde olan
milletimizin, birincisinde gösterdiği
kudreti ikincisindede  göstereceğinden asla şüphem
yoktur🇹🇷

Mustafa Kemal ATATÜRK",FBMaradonaPele,,,,tr,kendine_güven
28,28,2022-10-01 20:47:31+00:00,1576312879560949760,"Bir adam gelir değiştirir seni
Alıştığın o sert kararlı şeklini",MelekGaya,,,,tr,kendine_güven
29,29,2022-10-01 20:46:12+00:00,1576312549263306754,"Bir kadın gelir değiştirir seni
Alıştığın o sert, kararlı şeklini
Yüz binlerce yıldır böyledir gider
Suyun kumsala vurması gibi
Vurması gibi",sarierenseven,,,,tr,kendine_güven
30,30,2022-10-01 20:44:51+00:00,1576312206349590528,@korayphlvglu Bizim ne zaman sevip ne zaman düşman olacağımız belli olmaz. Bizim gibi ülkeler için kararlı bir görüş olmaz. Hüküm vermemek lazım kesin,adnaninin,,,https://twitter.com/korayphlvglu,tr,kendine_güven
31,31,2022-10-01 20:44:35+00:00,1576312140566495232,"Asıl konuyu Bakan yine atlamış olabilir! O umutsuz da olabilir. Öğretmenler çok kararlı çünkü haklılar! Tüm öğretmenlerin özlük haklarını iyileştirin!
#ogretmenlersahada https://t.co/N8oduoFczX",biregitimneferi,https://twitter.com/ikoncuk/status/1576304939177238528,,,tr,kendine_güven
32,32,2022-10-01 20:44:15+00:00,1576312057523159040,"@ikoncuk Asıl konuyu Bakan yine atlamış olabilir! O umutsuz da olabilir. Öğretmenler çok kararlı çünkü haklılar! Tüm öğretmenlerin özlük haklarını iyileştirin!
#ogretmenlersahada",biregitimneferi,,,https://twitter.com/ikoncuk,tr,kendine_güven
33,33,2022-10-01 20:42:34+00:00,1576311634129465344,"Buz kestirecek kadar kararlı bir hat,
Baş parmaktan tetiğe giden yolda ileri geri san’at.
Uçaktan atlayabilecek kadar yürekli efendisinin emrinde,
Köprü bacağı sertliğinde.
Kim der ki o, çelik gibi bir gerçek?

Foto:Sean Connery, A Bridge Too Far(Uzaktaki Köprü) isimli filmden. https://t.co/9FXz09syrA",BSSAH,,,,tr,kendine_güven
34,34,2022-10-01 20:35:28+00:00,1576309848165462016,"@EmniyetSen1 DERDİ MİLLET OLANIN DEVASI HİZMETTİR
SEVDASI VATAN OLANIN SEDASI DEVLETTİR
En azından 20 yıllık meslek tecrübesiyle yaptığı işi bilen konusuna hâkim,kararlı ve istikrarlı olan,başarılı liyakatlı sadakatli tecrübeli;şartsız tüm #BaşpolislerKomiserOlsun",zufigar155,,,https://twitter.com/EmniyetSen1,tr,kendine_güven
35,35,2022-10-01 20:34:37+00:00,1576309632167022595,"Rusya-Ukrayna savaşında son durum nedir? 
#OlaylarveGörüşler'de Dr. @NaimBaburoglu: ""4 bölgenin ilhakından sonra artık savaş 3-5 yıllık süreçte değil, 10 yıllık bir süreçte devam edecek diyebiliriz. Batı ise bu savaşı kısa sürede bitirmeme yönünde kararlı."" https://t.co/yI2hDwKhwf",HaberturkTV,,,,tr,kendine_güven
36,36,2022-10-01 20:32:25+00:00,1576309080250994688,@Orhan_mezar_ta @theyyare Sayın hocam siyasiler bizden daha iyi takip ediyorlar her şeyi. Ama dediğiniz gibi olmuyor işler. Kararlı bir duruş sergilenseydi o zaman durum farklı olurdu. Bir köprü kendiliğinden sallanıyorsa onu yıkmak için fazla çaba göstermenize gerek yoktur.,mebaliogretmen,,,https://twitter.com/Orhan_mezar_ta,tr,kendine_güven
37,37,2022-10-01 20:30:53+00:00,1576308693121261569,"@LutfuTurkkan @tekstilya Öyle olduğunu bildiğiniz halde
Lideriniz bik bik ötüyor neymiş noter değilmiş 
Insan biraz kararlı olur",atilla9717,,,https://twitter.com/LutfuTurkkan,tr,kendine_güven
38,38,2022-10-01 20:27:37+00:00,1576307872874393600,"Anti-komünist bir hareket, solu ve emek hareketini potansiyel düşman olarak gören burjuva bir hareket dinci gericilikle ve diğer feodal artığı kurum ve fikir kalıntıları ile ne kadar temelden, kararlı savasabilirse, Kemalizm de anca o kadar savasabilmis ve başarılı olabilmiştir.",krmzmavi1968,,,https://twitter.com/krmzmavi1968,tr,kendine_güven
39,39,2022-10-01 20:25:55+00:00,1576307445307408384,@HalitTokkuss Bu iktidar getirirse Humeyni gibi ona tahtı verir.. bu hainler önce gitsin.. Ciddi ve Kararlı Türk Devleti yapar gerekeni,black17_bird,,,https://twitter.com/HalitTokkuss,tr,kendine_güven
40,40,2022-10-01 20:25:46+00:00,1576307404006133761,"İlk önce meselenin ne olduğunu bilelim. Mesele ""varmak"" mı? Hayır. 

Peki, ""yolda olmak"" diyebilir miyiz? O da tam olarak değil.

Mesela aslında ""yürüyüş""tür.

Nasıl yani? Hedefe adım adım kararlı bir şekilde yürüyüşünüzü sürdürmektir.",hakanbirol,,,,tr,kendine_güven
41,41,2022-10-01 20:24:57+00:00,1576307201668354048,"""Vakit kaybetmeden inşallah arsalarımızı illerde belirlemek suretiyle gerek kira noktasında gerek konut fiyatlarının düşme noktasındaki bu kararlı adımımızı, 81 ilimizde 622 ilçemizde atmış olacağız.""

Bakan @murat_kurum, Konya'da konuştu. https://t.co/eqkAEtQIcw",medya_realist,,,,tr,kendine_güven
42,42,2022-10-01 20:24:35+00:00,1576307109750534144,"sâmiha ayverdi,

gayeli ve kararlı insan ol. gel-geç tabiatlıların ideallerine, hedeflerine eriştikleri görülmemiştir. herhangi bir meseleyi huşûnetle değil sükûnet ve hoşlukla halletmeyi âdet et. onun için resûlullah ﷺ efendimiz: 
“Allah, güzeldir, güzeli sever” buyurmuşlardır.",bendeialiaba,,,https://twitter.com/bendeialiaba,tr,kendine_güven
43,43,2022-10-01 20:24:13+00:00,1576307016129474562,"Yeniden Refah Partisi Bursa İl Gençlik Kolları Başkanımız Sn Resul KURT Bey Ve  İl Yönetimimiz, İlçe Teşkilatlarımız Gece Gündüz Demeden Çalışmalara Hız Verildi

Halkımızın Teveccühü Bize Yeniden Gösteriyor  ;Yeniden Refah Partisi İktidara Yürüyen En Kararlı İktidar Partisi. https://t.co/BsIVWGvLvl",gencrefahbursa,,,https://twitter.com/gencrefahbursa,tr,kendine_güven
44,44,2022-10-01 20:23:27+00:00,1576306822440370176,"@AlparslanYlmaz 🇹🇷Büyük tehlikeler önünde uyanan
milletlerin ne kadar kararlı olduklarını
tarih doğrulamaktadır.Silahıyla olduğu gibi kafasıyla da mücadele mecburiyetinde olan
milletimizin, birincisinde gösterdiği kudreti
ikincisinde de göstereceğinden asla
şüphem yoktur🇹🇷

Mustafa Kemal ATATÜRK",FBMaradonaPele,,,https://twitter.com/AlparslanYlmaz,tr,kendine_güven
45,45,2022-10-01 20:22:15+00:00,1576306520207241216,Bu maçı kaybedersek cansu ve cansuyu çıkarmamakta kararlı olan gioya yazar bu maç,norcanrockwell,,,,tr,kendine_güven
46,46,2022-10-01 20:21:28+00:00,1576306323402018816,@1bisiyahikayesi Kararlı olup karara uymak en güzeli azı karar fazlası zarar herşeyinnn🙄😁😂🤭😂😂,Galata3553saray,,,https://twitter.com/1bisiyahikayesi,tr,kendine_güven
47,47,2022-10-01 20:17:13+00:00,1576305253552893953,"Büyük ve güçlü ülke olmanın yolu kendi enerji kaynaklarını kullanmaktan geçer.
Kendi doğalgaz arama filomuzu kurmak bu yoldaki kararlı yürüyüşümüzün en büyük ispatıdır. 

""20 Yılda Asırlık Değişim"" https://t.co/MnM3bpmwRk",MERKEZZZ1,,,,tr,kendine_güven
48,48,2022-10-01 20:17:01+00:00,1576305203556458496,"Büyük ve güçlü ülke olmanın yolu kendi enerji kaynaklarını kullanmaktan geçer.
Kendi doğalgaz arama filomuzu kurmak bu yoldaki kararlı yürüyüşümüzün en büyük ispatıdır. 

""20 Yılda Asırlık Değişim"" https://t.co/fwdjSmDrqk",MERKEZZZ1,,,,tr,kendine_güven
49,49,2022-10-01 20:15:23+00:00,1576304793798070272,"@wolvarin_06 Ali usta kararlı dayı, 35 lik 50 lik 70 lik derken devirecek beni anlaşıldı☝️🙈
Peş peşe nükleer türküler salıyor, durum fena😂🥛",MrEkinokss,,,https://twitter.com/wolvarin_06,tr,kendine_güven
50,50,2022-10-01 20:14:25+00:00,1576304547173400576,@Yasin30978957 @alitilkici38 @RTErdogan @UlviYonter @celebimehmeta @mustafaelitas @bakiersoymhp @NumanKurtulmus @ikalin1 @ekremacikel @tgrthabertv @trthaber @ntv Tecrübe ve meslek disiplinine sahip liyakatlı olan nerede ne yapacağını bilen ıstikrarlı ve kararlı işine hakîm olan ancak mağduriyet üstüne mağduriyetler yaşatılan başarılı liyakatlı sadakatli tecrübeli şartsız tüm #BaşpolislerKomiserOlsun,zufigar155,,,https://twitter.com/Yasin30978957,tr,kendine_güven
51,51,2022-10-01 20:14:18+00:00,1576304521268973569,"""Suratları gergin. Suratları kararlı. Belli ki çok beklemişler. Kabuğundan çıkan bir portakal gibi gelen sabahı… Suratları gergin. Bir savaş alanına benziyor suratları. Dudakları nemli. Son defa kendi etini öpüp, yani son defa gerçek bir insan etini…”  Edip Cansever.",GolgedekiAbdal,,,,tr,kendine_güven
52,52,2022-10-01 20:13:07+00:00,1576304223943131136,Yalan büyük karmadır. Cesaretini topladın ve dürüst olmaya tam kararlı mısın? Merkür Kırmızı S’te. Zihninde üretme. Yalan söyleme. İki kez düşün bir kez konuş. Ve öyle olmaya devam et! Ödüller seninle.,astroprofbusra,,,,tr,kendine_güven
53,53,2022-10-01 19:57:47+00:00,1576300364847935489,@ranwanIover cok kararlı geldin hosuma gitti,tbanelightwood,,,https://twitter.com/ranwanIover,tr,kendine_güven
54,54,2022-10-01 19:57:14+00:00,1576300226284965888,@Alevszbr @Ayisigisaman @tcmeb @tcbestepe @TBMMresmi @TBMMGenelKurulu @RTErdogan Sıfıra indirmeye kararlı.,Erdemli04,,,https://twitter.com/Alevszbr,tr,kendine_güven
55,55,2022-10-01 19:54:52+00:00,1576299628911558657,"#KamuŞefleri Platformu, 
Haklı mücadelesini artırarak kararlı bir şekilde sürdürüyor.
@memurlarnet @Kamubiz_com 
@ihacomtr @dhainternet
@mustafaelitas @mahirunal 
@erkanakcay45 @MKalayci42 
@OnderKahveci @_aliyalcin_ 
@nuri_nuriunal @yusufyazgan37 
@nuri_nuriunal @HBTONBUL https://t.co/ZyHjEyAlVG",BilalDal23,,,,tr,kendine_güven
56,56,2022-10-01 19:50:51+00:00,1576298617908125696,kararlı olun artık ya,erenguveenn,,,,tr,kendine_güven
57,57,2022-10-01 19:50:25+00:00,1576298511070416898,"@aronnebronzo Halil Umut iyi maç yönetti bence.Sert ve kararlı basmadığı için kırmızıyı ağır buldum. Abdülkerim’in pozisyonunda direk kırmızı verse kim ne diyebilirdi ? Rakip forvet,kaleci ile karşı karşıya kalıyordu çünkü. Pozisyon ofsayt idi tabi.Kırmızı vermediği için Var müdahale etmedi.",OzcelikRasim,,,https://twitter.com/aronnebronzo,tr,kendine_güven
58,58,2022-10-01 19:47:57+00:00,1576297887084195841,"@hdpdemirtas -Hâlâ kararlı mısın aponun heykelini dikmeye...
-Şu masum kız çocuğunun çığlığını da duyuyor musun...
Selahattin... https://t.co/vUA7QeZStY",AlpagutRecep,,,https://twitter.com/hdpdemirtas,tr,kendine_güven
59,59,2022-10-01 19:45:25+00:00,1576297251248304128,@EbsBaglar @KahramanAYSU21 @_aliyalcin_ @ebsdiyarbakir1 @tekdemiRamazan @RamazanCakirci @RECEPGUNES_21 @MuzafferErdemm @beklencelal @Yavas2121 @makdogan0202 @Ferhatdemiralp Delege seçimlerimize katılım sağlayıp iraedesini sandıklara yansıtarak kararlı ve emin adımlarla #YeniUfuklardanYeniUmutlara yolculuğumuza katkı sunan tüm üyelerimize teşekkür ederiz. #HayırlıOlsun.  Bunu birlikte başardık. #İlkGünküAşkla #YenidenBismillah,_enginaydin_,,,https://twitter.com/EbsBaglar,tr,kendine_güven
60,60,2022-10-01 19:45:07+00:00,1576297173674704896,day 10: deneyi yapan tarafından zombileri eski normal insan haline getirmek için bir ilaç ortaya çıkarıldı ama tekneyle oradan kaçmayı planlayan tüccar kendine rakip çıkmasın diye ilacı kullandırmamak için elinden geleni yapmaya kararlı,dxanesa,,,https://twitter.com/dxanesa,tr,kendine_güven
61,61,2022-10-01 19:45:00+00:00,1576297145149390849,"""Vakit kaybetmeden inşallah arsalarımızı illerde belirlemek suretiyle gerek kira noktasında gerek konut fiyatlarının düşme noktasındaki bu kararlı adımımızı, 81 ilimizde 622 ilçemizde atmış olacağız.""

▪️Bakan @murat_kurum, Konya'da konuştu.
https://t.co/S9uG9eFWGL",eha_medya,,,,tr,kendine_güven
62,62,2022-10-01 19:43:55+00:00,1576296874344071175,Sağlık alanındaki Reisin önsezisi ve kararlı yönetimi sayesinde şehir hastaneleri vaktinde yapılarak milletin hizmetine sunulması TAKDİRE şayan bir hizmet...Reis dünya lideri....,hasantemur,,,,tr,kendine_güven
63,63,2022-10-01 19:34:56+00:00,1576294614423597056,"Tarihine sahip çıkan kültürünü korumak isteyen devletler global derneklerin taleplerine göre değil tarihsel gerçeklere ve kültürel kodlara göre yasa yapar. Rusya lideri Putin, Rus toplumunu global STK'ların şerrinden korumaya kararlı. Aynısını Türkiye'den de bekliyoruz!",MurselSaglam,,,,tr,kendine_güven
64,64,2022-10-01 19:33:07+00:00,1576294154241339392,"Bu ömk yi çıkaranlar sağolsun.#BuyukYuruyus tertip leyip,Tüm Öğretmenleri kenetleyip #artıksozmecliste topu meclise attıran #ogretmenlersahada kararlı,azimle hedefe kitleyenlerden yek vücut olarak çıkmasını sağladınız 🎯 12",egefen12,,,,tr,kendine_güven
65,65,2022-10-01 19:30:00+00:00,1576293371382931458,"Bağcilar Belediyesi Wushu Kungfucuları Çalışmaları Aralıksız Devam Ediyor An İtibariyle 
Sporcularıma Yakışan Güzel Kareler Hepsi @BagcilarBld si Sporcuları Genç Dinamik Kararlı Geleceğe Büyük Düşünen Başkanımız @abdullahozdemir le Güzel Yarınlara Yürüyoruz
#BağcılarSizinleGüzel https://t.co/sJ4CPYXyoe",suleymanay551,,,,tr,kendine_güven
66,66,2022-10-01 19:29:56+00:00,1576293355343912963,"Kul­luk etmemekte kararlı olun ve işte özgürsünüz.Onu itmenizi veya sarsmanızı istemiyorum, sadece onu tutmayın yeter; temeli çalınmş iri,dev bir heykel gibi,kendi ağırlığı altında yere yığılıp parçalanacaktr.
Gönüllü Kulluk Üzerine Söylev, Étienne de la Boétie
#ogretmenlersahada",masalsarman,,,,tr,kendine_güven
67,67,2022-10-01 19:28:58+00:00,1576293111328051200,"#TaşeronİşçisindeAyrımYapmayın 
Bütün taşeronlar işçiler sesleniyorum
@sabantck herkes bu adam izinde yürüsün kararlı ve birlik olsun bu adamı dinlesin
Sonra sürekli işçi kadrosu
İş basit
Hedef gösterge ve başarı
Beraberlik kimse yenemez yenemedi bugüne kadar eyt olduğu gibi",Kayserispor23,,,,tr,kendine_güven
68,68,2022-10-01 19:28:48+00:00,1576293069518946304,dovme isinde kararli olsaydim eger su an yaptiracagim ilk sey buydu sanieim... https://t.co/emeK1gImvt,vhoiyo,https://twitter.com/joe4444ui/status/1576157235935576065,,,tr,kendine_güven
69,69,2022-10-01 19:27:04+00:00,1576292634087550976,@Yurigag78214085 @ozersencar1 Doğru tespit. Hatta ot bile doğru :)) iyi parti en fazla örneğin İstanbul sözleşmesinin iptaline kararlı bir şekilde karşı çıktığı zamanlarda yükseldi.,saricayigit,,,https://twitter.com/Yurigag78214085,tr,kendine_güven
70,70,2022-10-01 19:25:27+00:00,1576292225507819520,"Bir kadın gelir değiştirir seni,alıştığın o sert, kararlı şeklini
#EfLey
https://t.co/BXpRqBePCi",jb_kg_sg,,,,tr,kendine_güven
71,71,2022-10-01 19:24:02+00:00,1576291870518702080,"Koşalım biraz oynayalım dedim, üstüme son gaz koşarken nasılsa yanımdan geçer diye düşündüm, baktım çok kararlı yana kaçtım ama yine de ruh hastası psikopat manyak son hızla bacağıma girmeyi tercih etti ve mutlu. Tşk. https://t.co/A6lE0IiC5y",PlayWithSemih,,,,tr,kendine_güven
72,72,2022-10-01 19:23:32+00:00,1576291745352253440,@darklitandcrow ve sen kendine artık 'yapmamaya kararlı oldugum seyleri asla yapmıyorum' demeye basladıgında en ufak dusunce degisiminden bile hayatında degisimlerin olacagına eminim,kiznamidatte,,,https://twitter.com/darklitandcrow,tr,kendine_güven
73,73,2022-10-01 19:22:21+00:00,1576291444520030208,"@darklitandcrow sana soyle desem o zaman
'yapmamaya kararlı olsam bile yapıyorum'                  
bu da bir dusunce yani degistirilebilen bir sey cunku bunun gibi bir suru sey yasadım sen surekli boyle dusundugun icin yapmamaya kararlı oldugun bir seyi sonunda yapıyosun ama bu degistiginde",kiznamidatte,,,https://twitter.com/darklitandcrow,tr,kendine_güven
74,74,2022-10-01 19:20:26+00:00,1576290965534318592,"Cumhurbaşkanı Erdoğan: ""(İsveç ve Finlandiya’nın NATO üyeliği) Ülkemize verilen sözler tutulana kadar, bu konudaki ilkeli ve kararlı tutumumuzu koruyacağız""",kucukevren,,,,tr,kendine_güven
75,75,2022-10-01 19:19:23+00:00,1576290697682227200,@kiznamidatte hayati sekillendiren zateb dusunce yapimiz ama ona uyamayabiliyosun benim icin oyle mesela bi seyi yapmamaya kararli olsam bile yapiyorum cunku icimden gelen bu,darklitandcrow,,,https://twitter.com/kiznamidatte,tr,kendine_güven
76,76,2022-10-01 19:16:48+00:00,1576290049280573440,"farkında mısınız; dincisi, şoveni, liboşu birleşmiş sola saldırıyor. her gün onlarca tweet görüyorum. olum bu sol ne yaptı size?",yeniden29384681,,,,tr,kendine_güven
77,77,2022-10-01 19:13:22+00:00,1576289184733491200,bunun psikiyatr versiyonu bana özelde denk gelmişti adama hedefim yok diyorum hedef bulmakta zorlanıyorum kararlı olamıyorum diyorum o hala bana hedef edin diye zırvalayarak kendi konumunu örnek gösteriyordu ulan aptal ben seni mutlu memnun görünce daha kötü oluyorum zaten https://t.co/fquBaSSpCf,actmaniac,https://twitter.com/cy3erbu11y/status/1576287468219170816,,,tr,kendine_güven
78,78,2022-10-01 19:12:48+00:00,1576289043599368193,@merveoz02 Ne gideni bekle Nede dönüşün olsun kararli olduğun yolun hakkini ver yeter ..,BlackSeaAnk,,,https://twitter.com/merveoz02,tr,kendine_güven
79,79,2022-10-01 19:10:52+00:00,1576288557815107584,Bu da gösteriyor ki HPG veya PKK Reis'in yoluna taş döşemeye kararlı... https://t.co/dnF1sroOr1,ParisDevrimcisi,https://twitter.com/TarikToros/status/1575916890014334979,,,tr,kendine_güven
